Description,Latitude,Location,Longitude,Price,Title,Url
None,35.336895,"Hendersonville, NC",-82.475475,30.0,silver-colored 3-piece necklace and earrings,https://us.letgo.com/en/i/silver-colored-3-piece-necklace-and-earrings_982228e2-ca87-473b-a955-c8262b63253c
None,35.336895,"Hendersonville, NC",-82.475475,0.0,round black analog wathc,https://us.letgo.com/en/i/round-black-analog-wathc_d1085cdb-61dc-4308-8dec-f1269695a1e2
None,35.336895,"Hendersonville, NC",-82.475475,0.0,gold and silver analog watch,https://us.letgo.com/en/i/gold-and-silver-analog-watch_f014cffe-9f71-4683-8ed9-590f0d4301ea
None,35.336895,"Hendersonville, NC",-82.475475,0.0,round silver analog watch with link bracelet,https://us.letgo.com/en/i/round-silver-analog-watch-with-link-bracelet_28cba4e6-0d22-477c-83a7-bb54ac5203eb
,35.246922544483,"Hendersonville, NC",-82.54634165073901,4300.0,blue and black cruiser motorcycle,https://us.letgo.com/en/i/blue-and-black-cruiser-motorcycle_f9477bba-bc1f-42d4-9b71-dd5a01d9ccfb
None,35.336895,"Hendersonville, NC",-82.475475,0.0,round gold analog watch with link bracelet,https://us.letgo.com/en/i/round-gold-analog-watch-with-link-bracelet_c3fe8e82-37db-4b53-865f-c771af03172f
Like new,35.4731561,"Waynesville, NC",-83.01465259999999,150.0,Wescos size 11,https://us.letgo.com/en/i/Wescos-size-11_b212dd04-e423-429d-ab25-3dda0f18df76
None,35.5993575,"Swannanoa, NC",-82.40062270000001,50.0,group of people on street artwork with brown wooden frame,https://us.letgo.com/en/i/group-of-people-on-street-artwork-with-brown-wooden-frame_582d7616-dfe8-4084-96d0-5abf7adbb058
None,35.5924135,"Waynesville, NC",-83.00759709999998,1500.0,Toyota - 1987,https://us.letgo.com/en/i/Toyota-1987_d41e4d6c-29bd-4cc7-9226-4cb05fb82bd8
Homer Laughlin Seville pattern plates. No chips. Have 5 of them.,35.4645648,"Waynesville, NC",-83.0014414,15.0,Homer Laughlin dinner plates,https://us.letgo.com/en/i/Homer-Laughlin-dinner-plates_0b8a78aa-b16f-4cba-9f48-8e8d66dadda2
A few size medium included. Most brands are New York and Company. Over 20 tops.,35.5360973,"Candler, NC",-82.6927363,15.0,Assortment of women’s tops short sleeve blouses size small,https://us.letgo.com/en/i/Assortment-of-women-s-tops-short-sleeve-blouses-size-small_bdb86b06-c792-4034-95ff-9a2d58d31a7f
None,35.5993575,"Swannanoa, NC",-82.40062270000001,50.0,silver spoon and oval bowl,https://us.letgo.com/en/i/silver-spoon-and-oval-bowl_e959d749-b079-4c97-98cb-7053eabf20f1
None,35.5993575,"Swannanoa, NC",-82.40062270000001,0.0,brown and white ceramic whisky jug,https://us.letgo.com/en/i/brown-and-white-ceramic-whisky-jug_70ac85ae-0510-4dec-8f87-0fff72ee8bae
Apple IPAD 2Generation New never been activated..So it has the activation lock on it,35.577279,"Asheville, NC",-82.555801,70.0,Apple IPAD,https://us.letgo.com/en/i/Apple-IPAD_bc5fefc6-5184-43d8-bf37-988776a0f504
None,35.5993575,"Swannanoa, NC",-82.40062270000001,0.0,gray Eagle gas pump pack,https://us.letgo.com/en/i/gray-Eagle-gas-pump-pack_f87efef3-6413-4b4e-b319-57aa5eff09b3
None,35.577279,"Asheville, NC",-82.555801,0.0,black iPad with black case,https://us.letgo.com/en/i/black-iPad-with-black-case_b80a54c1-5698-43cd-a03a-cae045521e09
None,35.3044472,"Hendersonville, NC",-82.4488415,5.0,James Patterson Book,https://us.letgo.com/en/i/James-Patterson-Book-_4e364602-d91f-4c59-8251-856547545f22
For small dogs,35.3044472,"Hendersonville, NC",-82.4488415,5.0,Dog Harness,https://us.letgo.com/en/i/Dog-Harness-_4e4d25c4-a27a-4d00-8d01-4a910f53d173
None,35.5993575,"Swannanoa, NC",-82.40062270000001,150.0,stainless steel cutlery set,https://us.letgo.com/en/i/stainless-steel-cutlery-set_8748b414-caa4-41bc-8342-10154425718b
,35.246922544483,"Hendersonville, NC",-82.54634165073901,50.0,white bread machine,https://us.letgo.com/en/i/white-bread-machine_abfaf040-fe3b-41fb-b0ba-79e1d626ce6a
,35.6219,"Asheville, NC",-82.4709,94.0,white quatrefoil mattress,https://us.letgo.com/en/i/white-quatrefoil-mattress_20dfa523-55d7-4ff5-8438-43976e641444
None,35.336895,"Hendersonville, NC",-82.475475,40.0,red and black reciprocating saw screenshot,https://us.letgo.com/en/i/red-and-black-reciprocating-saw-screenshot_0e307bc4-0a37-49b2-97b8-ffbcf52ed2ab
None,35.336895,"Hendersonville, NC",-82.475475,30.0,pair of silver-colored Sparkle Allure hoop and stud earrings with box,https://us.letgo.com/en/i/pair-of-silver-colored-Sparkle-Allure-hoop-and-stud-earrings-with-box_ef482361-2e52-4579-a4b2-46ca567365f0
Dog crate size medium in excellent condition too small for my dog now.,35.4771974,"Arden, NC",-82.575882,40.0,Dog crate (Medium),https://us.letgo.com/en/i/Dog-crate-Medium-_1ee4f7be-7f57-404d-8476-1c06c981214a
None,35.336895,"Hendersonville, NC",-82.475475,30.0,silver-colored clear gemstone Sparkle Allure pendant necklace and pair of stud earrings,https://us.letgo.com/en/i/silver-colored-clear-gemstone-Sparkle-Allure-pendant-necklace-and-pair-of-stud-earrings_c9417fad-ecaa-4739-bc97-553393389c9a
None,35.336895,"Hendersonville, NC",-82.475475,30.0,silver-colored necklace with clear gemstone pendant and earrings set,https://us.letgo.com/en/i/silver-colored-necklace-with-clear-gemstone-pendant-and-earrings-set_be5fe3d6-096e-480a-86f1-ec94737f05c3
None,35.3044472,"Hendersonville, NC",-82.4488415,5.0,Decor / Display / Candle Holder,https://us.letgo.com/en/i/Decor-Display-Candle-Holder_9afa1c53-e622-47a7-ad00-9e8b8c7a2c5f
None,35.339332,"Hendersonville, NC",-82.502321,75.0,22 by 31 Vanity Top. OBO.,https://us.letgo.com/en/i/22-by-31-Vanity-Top-OBO-_66c92585-3c48-41a2-824f-40fee328d7f4
4ft tall,35.413296915621,"Fletcher, NC",-82.510860779571,20.0,small book shelf,https://us.letgo.com/en/i/small-book-shelf-_209736b4-622d-4f48-9b61-6a07dc4c0637
This is a home system needs a receiver to run. Damage on front foot of subwoofer but doesn't affect sound.,35.5519364,"Asheville, NC",-82.5162816,250.0,Bose speakers,https://us.letgo.com/en/i/Bose-speakers_398478a1-9b86-4b15-badf-3d3f5d60e0f0
None,35.303579600000006,"Hendersonville, NC",-82.5198199,50.0,Rxv 990,https://us.letgo.com/en/i/Rxv-990-_df36b167-2c4e-4d05-adc7-9adcc8ce10b8
None,35.336895,"Hendersonville, NC",-82.475475,30.0,silver-colored Cubic Zirconia pendant with stud earrings set,https://us.letgo.com/en/i/silver-colored-Cubic-Zirconia-pendant-with-stud-earrings-set_f048b237-1ac3-4a97-be1d-4128c8506987
None,35.336895,"Hendersonville, NC",-82.475475,30.0,silver-colored Footnotes cable chain necklace with heart pendant,https://us.letgo.com/en/i/silver-colored-Footnotes-cable-chain-necklace-with-heart-pendant_a4f7b7b3-0188-4fde-9892-dc0807702aac
None,35.5993575,"Swannanoa, NC",-82.40062270000001,50.0,blue leaf ceramic container,https://us.letgo.com/en/i/blue-leaf-ceramic-container_17a2d429-8592-4dd5-a10d-53a3ae743de4
Size 7.5 Used but in nice condition,35.287639500000004,"East Flat Rock, NC",-82.4310946,20.0,Women's Nike Shoes,https://us.letgo.com/en/i/Women-s-Nike-Shoes_b1070b02-1d06-4a7c-809c-370854844238
None,35.336895,"Hendersonville, NC",-82.475475,30.0,two pairs of silver-colored cubic zirconia stud earrings with box,https://us.letgo.com/en/i/two-pairs-of-silver-colored-cubic-zirconia-stud-earrings-with-box_ff0dbfb6-a6f0-4ea2-9488-3e661d40011b
None,35.336895,"Hendersonville, NC",-82.475475,45.0,red Hyper Tough corded power drill box,https://us.letgo.com/en/i/red-Hyper-Tough-corded-power-drill-box_6cd1fe9d-de52-475b-ae4b-202b63ec9721
Cherry wood hope chest.,35.5993575,"Swannanoa, NC",-82.40062270000001,350.0,Cherry wood hope chest,https://us.letgo.com/en/i/Cherry-wood-hope-chest_352eef46-ae4b-426b-8ff4-9a1c2e963e8d
None,35.3044472,"Hendersonville, NC",-82.4488415,10.0,Circuit Breaker Identifier,https://us.letgo.com/en/i/Circuit-Breaker-Identifier-_085e524b-be52-4714-b253-012b1e3bf19c
Size 29,35.287639500000004,"East Flat Rock, NC",-82.4310946,5.0,Kids/Boys Tennis Shoes,https://us.letgo.com/en/i/Kids-Boys-Tennis-Shoes_cdf2ec1a-34f8-4f54-bf76-3af7e08d5d5d
"Ibanez 8 string pear shape mandolin for sale. Lightly used, and treated with care. Concert strength case and pick included free.",35.459281,"Arden, NC",-82.4973119,105.0,Ibanez Mandolin,https://us.letgo.com/en/i/Ibanez-Mandolin_2cf27927-3e37-4ebe-9196-0906f7e6273b
Brand: GoldToe Size: 10,35.3044472,"Hendersonville, NC",-82.4488415,10.0,Women's Shoes,https://us.letgo.com/en/i/Women-s-Shoes_f1d1d116-0a9a-466d-a407-b77bb99e592d
None,35.6391604,"Marion, NC",-82.0517725,200.0,black HP laptop computer,https://us.letgo.com/en/i/black-HP-laptop-computer_c10dd871-dd35-49f8-8018-50fbee69011a
,35.574741284396,"Asheville, NC",-82.614236567246,0.0,black-framed wayfarer-style sunglasses,https://us.letgo.com/en/i/black-framed-wayfarer-style-sunglasses_dbfa45ac-93af-466f-a752-5b21b0deade1
"My truck was rearended,so parting it out,this is for the hood,fenders,Rad.Suport complete -w- rad.condensor,bumper inner structure,frame horns,everything needed to fix a front end collision",35.395720000000004,"Hendersonville, NC",-82.448711,500.0,2012-16 Dodge RAM front clip,https://us.letgo.com/en/i/2012-16-Dodge-RAM-front-clip_987e65a3-0b30-4d01-b446-6a76deff37f2
None,35.5993575,"Swannanoa, NC",-82.40062270000001,20.0,three white ceramic plates,https://us.letgo.com/en/i/three-white-ceramic-plates_78f9b2f9-9875-4aac-b027-1a4e94d7f521
None,35.303579600000006,"Hendersonville, NC",-82.5198199,2.0,Destiny game,https://us.letgo.com/en/i/Destiny-game-_618ba6a5-030a-4f60-85f5-277e984aae12
None,35.3044472,"Hendersonville, NC",-82.4488415,5.0,Logitech Headphones,https://us.letgo.com/en/i/Logitech-Headphones-_321bb62b-c04f-4db6-a221-8cd3f916e74a
Limoges bone china rare,35.5993575,"Swannanoa, NC",-82.40062270000001,40.0,Bone China,https://us.letgo.com/en/i/Bone-China_b18584d7-fb21-4575-bd81-894e64d67100
,35.413099985311,"Fletcher, NC",-82.510169336516,25.0,Nike Men Track shoes 13,https://us.letgo.com/en/i/Nike-Men-Track-shoes-13_d086ce37-68d6-42c4-a3f0-9e1def1a65ed
None,35.3044472,"Hendersonville, NC",-82.4488415,5.0,Snapback Hat,https://us.letgo.com/en/i/Snapback-Hat-_98dd8dab-7936-4a41-83fd-10276359d853
For small/medium dogs,35.3044472,"Hendersonville, NC",-82.4488415,10.0,Dog Harness,https://us.letgo.com/en/i/Dog-Harness-_2305ae62-fd39-4718-9937-f7ee4a1919a2
None,35.3044472,"Hendersonville, NC",-82.4488415,5.0,Decor / Display / Household,https://us.letgo.com/en/i/Decor-Display-Household-_892bfa6d-5cc2-4b5f-9903-f5e1b7e288d4
None,35.303579600000006,"Hendersonville, NC",-82.5198199,50.0,black Yamaha AV receiver,https://us.letgo.com/en/i/black-Yamaha-AV-receiver_914d0d91-6b1f-4236-a044-ad13c31f9e99
"Runns good, new tires, new fuel pump near perfect in side just needs new trans seal",35.696184,"Leicester, NC",-82.717111,2000.0,Toyota - Hilux Surf / 4Runner - 1992,https://us.letgo.com/en/i/Toyota-Hilux-Surf-4Runner-1992_4c8de569-c559-4dc3-b17d-a7570d7710c9
None,35.3044472,"Hendersonville, NC",-82.4488415,5.0,Dear John by Nicholas Sparks,https://us.letgo.com/en/i/Dear-John-by-Nicholas-Sparks_fbaa1dd1-6109-44c8-b35b-4d0d4f42bc8a
Came off a 88 ford ranger,35.5993575,"Swannanoa, NC",-82.40062270000001,40.0,Ford ranger,https://us.letgo.com/en/i/Ford-ranger_caedc571-0dd3-43e3-9b25-8a95c0ebcc0a
None,35.5425497,"Asheville, NC",-82.52942759999999,30.0,black and blue flat screen TV,https://us.letgo.com/en/i/black-and-blue-flat-screen-TV_7069c567-e26e-4eaf-a425-d921b9ad3a3c
50 pieces,35.3044472,"Hendersonville, NC",-82.4488415,5.0,Marker Pack,https://us.letgo.com/en/i/Marker-Pack_055c5d8f-cf68-44b5-8d0e-b614ede88478
None,35.303579600000006,"Hendersonville, NC",-82.5198199,47.0,Rare dictionary,https://us.letgo.com/en/i/Rare-dictionary-_c8254ea2-c9e8-452b-aeb4-4665049dc9cf
Includes everything pictured $30,35.311300582285,"Hendersonville, NC",-82.464163955378,30.0,Huge Barbie lot,https://us.letgo.com/en/i/Huge-Barbie-lot-_220e65e2-079d-44ba-8469-d18aefac7ae0
None,35.303579600000006,"Hendersonville, NC",-82.5198199,40.0,square silver analog watch with link bracelet,https://us.letgo.com/en/i/square-silver-analog-watch-with-link-bracelet_d07639e9-f6d7-43e1-95c3-a54854a6afdf
None,35.2870676,"East Flat Rock, NC",-82.4306084,10.0,Coach Men's Wallet,https://us.letgo.com/en/i/Coach-Men-s-Wallet-_b96a0fe5-fe61-49c6-9cef-ecf31ea5e0bb
GE dishwasher. works fine. (needs power cord),35.618714000000004,"Canton, NC",-82.839653,50.0,white General Electric dishwasher,https://us.letgo.com/en/i/white-General-Electric-dishwasher_68b8bbdd-98a4-4a95-bec1-d232002c59f4
,35.590009794391,"Asheville, NC",-82.54221786191,60.0,MONITOR NOT INCLUDED lenovo thinkcentre windows 7,https://us.letgo.com/en/i/MONITOR-NOT-INCLUDED-lenovo-thinkcentre-windows-7_fd983824-3937-4994-870a-f7974924df59
,35.413384535383,"Fletcher, NC",-82.511476613658,40.0,Dining room table,https://us.letgo.com/en/i/Dining-room-table-_34a431eb-fa6b-4902-b113-a01757a8dfd5
None,35.2870676,"East Flat Rock, NC",-82.4306084,5.0,Eyewear Case,https://us.letgo.com/en/i/Eyewear-Case_039bf247-a1ab-4704-b345-e8605b15a8fb
None,35.2870676,"East Flat Rock, NC",-82.4306084,5.0,Frame / Display / Decor,https://us.letgo.com/en/i/Frame-Display-Decor_785dbb07-e5f9-4ea3-b929-f56a61d56ad5
"3"" by 3""",35.2870676,"East Flat Rock, NC",-82.4306084,5.0,Picture Frame,https://us.letgo.com/en/i/Picture-Frame_03ebeb84-6515-4379-8d60-356a163b606e
None,35.2870676,"East Flat Rock, NC",-82.4306084,5.0,Meditation Chime,https://us.letgo.com/en/i/Meditation-Chime-_e5ce3ce5-0ca6-4da1-ba9d-8ff003500275
24 inches Chrome,35.2870676,"East Flat Rock, NC",-82.4306084,5.0,Towel Bar,https://us.letgo.com/en/i/Towel-Bar_eff86a7e-20d5-41bc-838a-57d0dd46761a
Great condition. Just needs some TLC,35.4833764,"Fletcher, NC",-82.4578764,30.0,Pony saddle,https://us.letgo.com/en/i/Pony-saddle_ef083d67-2cf8-44ac-8e93-f682f6a29886
None,35.5425497,"Asheville, NC",-82.52942759999999,200.0,Sony NEX 5T,https://us.letgo.com/en/i/Sony-NEX-5T_38620199-464a-4919-8190-da41672a2e1a
None,35.462027899999995,"Arden, NC",-82.581464,10.0,The Last of Us PS4 game case,https://us.letgo.com/en/i/The-Last-of-Us-PS4-game-case_27e5013c-64fa-4646-82a2-d0b47d788236
None,35.462027899999995,"Arden, NC",-82.581464,10.0,Shania Twain poster,https://us.letgo.com/en/i/Shania-Twain-poster_a04f939b-1ad5-4d9f-9221-274db99caca3
None,35.462027899999995,"Arden, NC",-82.581464,15.0,Nintendo Wii U game case,https://us.letgo.com/en/i/Nintendo-Wii-U-game-case_f460c702-156b-40bb-a12f-400e100ae810
None,35.5425497,"Asheville, NC",-82.52942759999999,200.0,PlayStation 3,https://us.letgo.com/en/i/PlayStation-3_93e16748-ecc4-4108-acc8-933b6efa4cc2
None,35.462027899999995,"Arden, NC",-82.581464,5.0,The Legend of Zelda Nintendo Wii game case,https://us.letgo.com/en/i/The-Legend-of-Zelda-Nintendo-Wii-game-case_752e8fe5-a71b-4c37-b820-5e223120ea4d
None,35.462027899999995,"Arden, NC",-82.581464,5.0,Scooby-Doo! Boo Brothers DVD case,https://us.letgo.com/en/i/Scooby-Doo-Boo-Brothers-DVD-case_5af2a63b-02a1-4f8e-9310-65b6aa2981b2
70X64 in white 2in plantation faux wood blind room darkening lightmaster design durable metal headrail 551x2330,35.6513,"Leicester, NC",-82.7659,100.0,Levolor 2in. Plantation wood blind,https://us.letgo.com/en/i/Levolor-2in-Plantation-wood-blind_48e859a2-b93e-45cd-a2f6-d86be4fa931a
"Excellent conditon!,",35.4833764,"Fletcher, NC",-82.4578764,25.0,Rolling wood TV stand,https://us.letgo.com/en/i/Rolling-wood-TV-stand_fd6095d6-2c7d-4a37-a539-9da956a3f30d
551x2330,35.6513,"Leicester, NC",-82.7659,50.0,Propane logs,https://us.letgo.com/en/i/Propane-logs-_2601988f-fb1d-442a-be03-76022909d4ca
,35.497674410369,"Asheville, NC",-82.525745314991,100.0,brown gazebo surrounded with trees painting,https://us.letgo.com/en/i/brown-gazebo-surrounded-with-trees-painting_72f33dc6-7429-4a5c-85c2-3ec51ec7d97a
Teeter hang up,35.4644229,"Waynesville, NC",-82.99264000000001,100.0,Brand new teeter hangup never used,https://us.letgo.com/en/i/Brand-new-teeter-hangup-never-used_28acf053-0274-4ad9-a459-3e20718de427
Rolling tool chest,35.618714000000004,"Canton, NC",-82.839653,25.0,red portable tool chest,https://us.letgo.com/en/i/red-portable-tool-chest_f284475d-ac60-4b8e-8a22-df9cb9f75014
,35.497674410369,"Asheville, NC",-82.525745314991,125.0,brown area rug,https://us.letgo.com/en/i/brown-area-rug_99d018cf-3c67-411b-b80a-b7b36525cf80
,35.834422577375,"Marshall, NC",-82.611200251623,0.0,several books,https://us.letgo.com/en/i/several-books_4dc10c3c-2df7-47e4-a2db-46301eb8d5ab
Antique Rocking Chair,35.618714000000004,"Canton, NC",-82.839653,85.0,brown wooden framed brown padded armchair,https://us.letgo.com/en/i/brown-wooden-framed-brown-padded-armchair_117c5fb5-9757-4f58-b85d-6bb0a281354c
12 trolls all for $10,35.311300582285,"Hendersonville, NC",-82.464163955378,10.0,Trolls lot,https://us.letgo.com/en/i/Trolls-lot-_eacc4c1f-9c33-4eec-913a-9d1f77cea6e4
$5 each,35.311300582285,"Hendersonville, NC",-82.464163955378,5.0,Vintage Carebears,https://us.letgo.com/en/i/Vintage-Carebears-_6e062f39-d777-47cb-8e86-74f5e75ba742
14 windows + 2 smaller ones. Great for crafts. $10 each,35.815713099999996,"Mars Hill, NC",-82.5370218,10.0,Old timey windows,https://us.letgo.com/en/i/Old-timey-windows_2bcdc525-845b-4614-b0be-42eb2afd5444
,35.4135475634,"Fletcher, NC",-82.51139790758701,20.0,Real Oil painting not a print,https://us.letgo.com/en/i/Real-Oil-painting-not-a-print-_f3c54ee0-2168-442d-9af9-ce7c669f8ccb
Glider Rockers with foot rests. (2),35.618714000000004,"Canton, NC",-82.839653,50.0,brown wooden framed gray padded glider chair,https://us.letgo.com/en/i/brown-wooden-framed-gray-padded-glider-chair_8c07f912-93f1-4c5c-ac02-7414b5daad7a
,35.534973847044,"Maggie Valley, NC",-83.060463450704,0.0,Energizer charger with battery,https://us.letgo.com/en/i/Energizer-charger-with-battery_7f159478-bda9-4d21-8ae4-cf2b3ace95d4
None,35.574425,"Asheville, NC",-82.614536,0.0,Lexus - ES - 2003,https://us.letgo.com/en/i/Lexus-ES-2003_eaf4668e-a633-4d2b-9968-0a04938d2308
,35.590039631334,"Asheville, NC",-82.542205551143,30.0,black Geforce GTX 580 computer graphics card box,https://us.letgo.com/en/i/black-Geforce-GTX-580-computer-graphics-card-box_334f1ab8-21aa-44c8-8d53-cde56d3a2902
,35.534973847044,"Maggie Valley, NC",-83.060463450704,0.0,Rose gold series Chi curling iron 1 inch,https://us.letgo.com/en/i/Rose-gold-series-Chi-curling-iron-1-inch_740de715-35c4-4622-ab65-e502152483d6
,35.41296895956,"Fletcher, NC",-82.511106369458,45.0,Dresser Super nice condition,https://us.letgo.com/en/i/Dresser-Super-nice-condition-_058e483d-f6a0-44f2-8dc3-081954fd4835
Three boxes of 2' by 2' ceiling tiles undamaged one box of 2' by 4' ceiling tiles undamaged,35.628189,"Black Mountain, NC",-82.319975,75.0,white and blue Dust Control labeled bucket,https://us.letgo.com/en/i/white-and-blue-Dust-Control-labeled-bucket_fad72a9d-f4e7-42a1-b88f-4de0fe78623f
Two brightly colored paisley print upholstered chairs. Only used for a year in a smoke free home,35.352829715681,"Hendersonville, NC",-82.52548197209,75.0,Set of two Chairs,https://us.letgo.com/en/i/Set-of-two-Chairs-_30bcb4de-3472-4640-98b7-d4fe0ff5f72b
,35.413235150049,"Fletcher, NC",-82.509635907894,5.0,Clay pidgeons,https://us.letgo.com/en/i/Clay-pidgeons-_4defb958-f51e-438f-947e-6da2722b2613
Great condition. Non smoker.,35.339871518571,"Hendersonville, NC",-82.43000483186201,100.0,red fabric 2-seat sofa,https://us.letgo.com/en/i/red-fabric-2-seat-sofa_cc39e8e0-057f-4908-9ae8-e64b1edc4b6a
,35.413286883765004,"Fletcher, NC",-82.510873115457,15.0,End Table,https://us.letgo.com/en/i/End-Table-_1b846e08-c82a-45f1-bab0-c70e7a30a37a
"New, never used 18'×18' round above ground pool. 4 feet high. 6 individual boxes.",35.3616645,"Horse Shoe, NC",-82.5631637,300.0,Above Ground Pool,https://us.letgo.com/en/i/Above-Ground-Pool-_4aec9ba1-9767-4296-b1e3-4069a2ad7b4d
super nice dresser,35.413286883765004,"Fletcher, NC",-82.510873115457,45.0,Dresser,https://us.letgo.com/en/i/Dresser-_69877f10-1585-48a9-885c-2c47341d8e63
"Like new, barely used. Clean as can be.",35.6493935,"Asheville, NC",-82.5820445,10.0,Nesting box for chicken coop,https://us.letgo.com/en/i/Nesting-box-for-chicken-coop_aebdbbcc-d4ad-4333-8d95-140a1ccbfc07
,35.446207710424,"Waynesville, NC",-83.000689333724,120.0,Brand new. Used once,https://us.letgo.com/en/i/Brand-new-Used-once_f0a9672c-20db-4a7f-8ae6-f628e42aaadc
,35.4135475634,"Fletcher, NC",-82.51139790758701,10.0,Table with a built in lamp,https://us.letgo.com/en/i/Table-with-a-built-in-lamp-_d10be689-7718-467e-ba0a-3bffdef0e455
,35.574555630911,"Waynesville, NC",-83.047749340779,0.0,black Talbat box,https://us.letgo.com/en/i/black-Talbat-box_aee20f06-ee9f-4bfa-8636-2058e86e718a
