Title,Location,Price,Description,Url,Latitude,Longitude
Baldwin Interior Passage set,"Weaverville, NC",15.0,"Solid brass Interior Passage set. made by Baldwin, this set has NO LOCK, works fine Call Ed at Price is now $15 cash",https://asheville.craigslist.org/mat/d/baldwin-interior-passage-set/6492582294.html,35.7126,-82.5491
American force,"Asheville, NC",4300.0,24x12 American force aka 8x170 with amp 35x13.50 wheels and tires were bought new and was ran for 2 weeks no curb rash. Don't have that truck any more and they won't fit my next one,https://asheville.craigslist.org/wto/d/american-force/6512408231.html,35.47002,-82.572041
Adirondack Chairs,"Weaverville, NC",90.0,"Adirondack Chairs for sale, spring is almost here!! These chairs are brand new, made of treated lumber for years of service. Curved seats and back. They will not blow away, yet they are easily moved to your favorite spot. Price for one is $90, get a pair for $160. Cash only, no checks. I am taking orders now, Call Ed at , no texts or e-mails",https://asheville.craigslist.org/for/d/adirondack-chairs/6503927847.html,35.7126,-82.5491
3) Continental Cross Contact LX Sport Tires-245 50 20,"Asheville, NC",150.0,"3) Continental Cross Contact LX Sport Tires-My price is for 3 good tires..you pay that for 1 tire. Size-245 50 20, (13,000 miles used ) 8/32 tread left , DOT manufacturer Date- 40th week 2016 These tires have been rotated regularly and balanced so tread has worn evenly. 4th tire has nail in so all 4 matching tires were replaced. Please send phone # if interested. Thank you",https://asheville.craigslist.org/wto/d/3-continental-cross-contact/6485492406.html,35.7126,-82.5491
"TOYOTA 1ZZFE, 2AZFE, 2ZZGE, 3VZE, 102 New Engine Parts","Asheville, NC",495.0,"$495 O.B.O. For 102 New Internal Engine Parts Fitting Various Toyota Motors. Brand Name Is DNJ Engine Components. NOTE : All These Parts And The Engines They Fit Can Be SEARCHED By Going To WWW.DNJECAT.COM and CLICKING The Search By Part Number Tab And Entering A Part Number. 5 Sets Of Main Bearings. MB950 STD MB950 .010"" MB950 .020"" MB950 .030"" MB957 STD 3 Sets Of Piston Rings. PR919 STD PR945 STD PR950 STD 8 Sets Of Rod Bearings. RB916 STD RB900 .010"" RB950 STD RB950 .010"" RB950 .020"" RB950 .030"" 2 Sets Of Thrust Washers TW950 TW957 7 Valve Cover Gasket Sets. "" G "" is with Grommets. VC916G VC922G VC923G VC925G VC939G VC948G VC950G 7 Sets Of Piston Pin Bushings. PB900 PB900 PB900 PB919 PB919 PB925 PB925 9 Rear Main Seal Sets. RM903 RM906 RM915 RM916 RM922 RM943 RM950 RM950 RM957 2 Intake Valves IV950 2 Exhaust Valves EV950 9 Ex Manifold Gasket Sets EG902 EG907 EG916 EG916A EG922 EG926 EG939 EG943 EG950 9 Intk Manifold Gskt Sets IG904 IG907 IG916 IG916A IG919 IG922 IG925 IG939 IG943 MG950 MG950 1 Camshaft CAM900 1 Water Pump WP903 20 Valve Guides 16 VG907 4 VG950 6 Cam Seals CS915 CS915 CS950 CS950 CS950 CS950 3 Front Crank Seals TC909 TC909 TC915 1 Set Of Cam Bearings CB922 1 Brass Freeze Plug Kit FPS916 1 Timing Belt TB942 4 Oil Pan Gaskets PG906 PG925 PG950 PG957 1 Valve Stem Seal Set VSS916 $495 O.B.O. For All Parts In This Listing. NOTE: You can Check Out the engines and years these brand name DNJ Engine Components fit. Go to: WWW.DNJECAT.COM CLICK the SEARCH by part number TAB and enter a part number. YOTA, Truck, Car, Camry, Celica, Pickup, 4Runner, T100, Tacoma, Import, Auto, Foreign Car, Auto Parts, Repair, Rebuild, Machine Shop, Rebuilder, Service. Engine Codes, 2TZFE, 2TZFZE, 3RZFE, 2ZZGE, 3SFE, 5SFE, 3VZE, 3VZFE, 22RE, 3SGELC, 3SGTE, 4AFE, 4AGE, 4AGZE, 3E, 3EE, 2RZFE. Asheville, WNC, AVL, Stock, Inventory, Supply, TACO.",https://asheville.craigslist.org/pts/d/toyota-1zzfe-2azfe-2zzge-3vze/6478036160.html,35.5971,-82.5565
60 Gallon compressor,"Fairview, NC",395.0,"They don't make 'em like this anymore. 60 gallon compressor, 220 volt AC New belts Must see to appreciate Came from a large garage with multiple outlets. Comes with hoses of different sizes and connections. $395.00 OBO Call Bill @ 828.335. nine 00 one NO EMAILS I will take ad down when sold",https://asheville.craigslist.org/for/d/60-gallon-compressor/6512403463.html,35.5258,-82.3985
No Mar Classic Motorcycle Tire Changer *Ultimate Package*,"Brevard, NC",500.0,Includes: No Mar Classic Motorcycle Tire Changer *Ultimate Package* Posi-Clamps Large Cone Set for Motorcycle Wheel Balancer Brand New set of Rim Shields Brand new set of Tire Spoons OVER $1000.00 BRAND NEW!!! Very lightly used for 6 months!!! Excellent Condition!!!,https://asheville.craigslist.org/mpo/d/no-mar-classic-motorcycle/6512239100.html,35.2208,-82.7404
Bed queen,"Asheville, NC",425.0,"Nice parchment color panel bed. Like new. Slats included with rails. Not used yet. High end Schnadig, expensive brand new, Beautiful matching rails. Phone:",https://asheville.craigslist.org/fuo/d/bed-queen/6496684457.html,35.2208,-82.7404
Nice Clean Maytag Washer Super Capacity Plus,"Asheville, NC",175.0,Nice Clean Maytag Washer Super Capacity Plus Work Very Good And Nice Clean And A Warranty Comes With It So Call Or Text Thank You Have Bless Day .,https://asheville.craigslist.org/app/d/nice-clean-maytag-washer/6512071669.html,35.5808,-82.6078
VESPA S50 2012,Unspecified,600.0,Vespa s50 for sell. $650 Brand new battery. Some body damage. Needs tires. Otherwise in good running condition. her dings and scratches give her character! /// NOTE: she was parked and fell over after the big ice not too long ago and I believe oil has leaked into the exhaust pipe causing it to be smoky while running // price reflects condition of scooter,https://asheville.craigslist.org/mcy/d/vespa-s/6512196080.html,35.5971,-82.5565
1994 Isuzu Box Truck,Unspecified,5000.0,"1994 Isuzu Box Truck, new tires, new flooring, no leaks, 140,000 miles, 16ft bed.",https://asheville.craigslist.org/cto/d/1994-isuzu-box-truck/6512196903.html,35.9956,-82.2879
VINTAGE MORTON SALT CERAMIC COFFEE CUP MUG SET OF 8,"Asheville, NC",30.0,Great conversation..SET OF 8- VINTAGE MORTON SALT CERAMIC COFFEE CUP MUGS - memorabilia. Moving sale..These mugs are vintage and have never been used. Brand new condition,https://asheville.craigslist.org/clt/d/vintage-morton-salt-ceramic/6497338516.html,35.9956,-82.2879
2010 FXSTC Custom Softail by Harley,"Knoxville, TN",11995.0,"I listed this bike for an older gentleman from church. If you have any questions call the # listed. I can't tell you a thing about the bike except that it looks great. This bike has been adult owned and ridden since new, lots of extra's. Blue book base price black bike with no extras shows $10,800 in good condition.... Extras that I have installed are, quick release wind shield $495.00, sun glow red paint an extra $435.00, bittet mirrors $195.00, engine guard with foot pegs $395.00, back rest with luggage rack $495.00, Vance & Hines pipes with screaming eagle air breather kit with chip for added HP and performance $950.00, 1584cc 6 speed, custom front rim $850.00, leather saddle bags $295.00. serviced each spring since new wit 2 new tires and battery added last year. Never been laid down or abused. No leaks, drips or rattles. 12,800 miles. Please call for all details. I do not answer texts or emails. Thanks for looking and have a blessed day. PRICE is firm.........also have a 1978 GMC Caballero for sale $9,800",https://asheville.craigslist.org/mcy/d/2010-fxstc-custom-softail-by/6498823725.html,35.9956,-82.2879
Lawn care,Unspecified,11995.0,Lawn care service in Asheville and surrounding areas reasonable and reliable commercial and residential call us for your free estimate,https://asheville.craigslist.org/grd/d/lawn-care/6512058871.html,35.5393,-82.518
Lime/fertilize spreader Newton Crouch,Unspecified,8500.0,Newton Crouch fertilize / lime spreader Orchard Model stainless steel great condition double chain double adjustable speed spinners give Randy a call with any questions 828 674 5222,https://asheville.craigslist.org/grd/d/lime-fertilize-spreader/6512126519.html,35.5393,-82.518
Ford Street Rod ---REDUCED,"Newport, TN",5000.0,"WOW... DUE TO THE OVERWHELMING RESPONSE TO THIS POST, I AM EXTENDING THIS OFFER! this old sedan has history. last titled in 1954, was used as a 'shine car prior to last titled owner. always a southern car. you won't find a more solid '39 Ford for the price...a lot of money has been spent already! I know car has been in the dry for at least the last 30+ years. car has a recessed firewall, mustang II front end on original frame. it is set up fot a sbf & has disc brakes up front. doors, trunk lid , hood & fenders are all pretty much ready to paint. new floors throughout car & patch panels (bought, not made) where needed. these will need finished up. brand new running boards. solid old car. I have all garnish moldings for it & they have been media blasted & primed. NO MOTOR/NO TRANS. car has Mustang rearend. this will make a super nice car, my health won't allow me to finish. clean Tn title. MUST SELL...I have around $7500 in car, FIRST $5000 CASH BUYS THIS CAR. PRICE IS FIRM! NO TRADES! YOU WON'T FIND A BETTER CAR FOR THE PRICE! car has GM tilt wheel & Silverado bucket seats in front. have bumpers. they need rechromed, but are straight. nice grille that goes with it! call with any questions, I don't text. this is a land line. car can be viewed at almost anytime rain or shine as she is tucked away in my garage! . NO SCAMMERS! Mike ***1 question everyone is asking is do I have glass for car? only glass I have is the rear glass. glass kits are around $300 on ebay, or go to a glass shop & have it cut. it is flat & inexpensive. thanks!***",https://asheville.craigslist.org/cto/d/ford-street-rod-reduced/6500648494.html,35.96829,-83.184642
Corner Chair,Unspecified,50.0,"Corner section of sectional couch. Used very little. Would make ideal chair for child's room for reading or videoing, $50 Thanks for looking.",https://asheville.craigslist.org/fuo/d/corner-chair/6512059202.html,35.96829,-83.184642
2016 Toyota 4Runner trail 4wd- with extended factory warranty,"Greenville, SC",33000.0,"Great condition Toyota 4runner that needs nothing. Mainly highway miles, all service done either at Dave Edwards Toyota or Toyota of Greer. CLEAN CARFAX. No accidents or body work. No mechanical failures. Only oil changes, tire rotations, new tires and filters done. NEW Michelin Tires within last 6000 miles. Side rails placed on 4 months ago. Have additional Rock guards that were used for 2 months that will go with 4runner. New Window Wiper Blades 1 week ago. Oil Change due in 2000 miles. We change it with synthetic every 5k miles. Last changed at 45000 miles. Navigation Cloth Interior in great shape and Smoker Free Dent Free outside Paint in great shape. Has paint protection door package Form fitted plastic mats protecting carpet All Electronics work Kickin sound from stereo 110v outlet in back storage area Plenty of 12v outlets for your electronics Dash Camera 4 wheel drive high and low works! All additional off road features for this model work All windows have auto down feature and safety feature to not crush kids in. Have all manuals Great condition Toyota 4runner that has been well-maintained and looked after. Currently has 48303 miles and will go up since we are still using it. New Michelin tires within 6k miles New wiper blades last week Side steps 4 months old (comes with additional rock guard protectors that fit vehicle only used for two months and great condition) Has a TRANSFERABLE EXTENDED WARRANTY PLAN that is for seven years or hundred thousand miles AND That ends in December 30 of 2022. It is the platinum plan which covers Powertrain and almost everything else. Have contract that states transferable and what it covers. Was 2100$ to add as an option. Has Coverage for a rental car and towing. It's a 100$ deductible plan for fixing what is covered. Price 33,000$ 864 320 five seven seven 5 I do not need help selling this and No trades. If your a dealer the price is the price... No personal checks. If cashier checks or certified check are to be used it must be done at the location (i.e. bank) where they are being printed. Cash accepted.",https://asheville.craigslist.org/cto/d/2016-toyota-4runner-trail-4wd/6504844982.html,34.835534,-82.124561
*Christian Family Will Work Farm for Rent*,Unspecified,33000.0,"We're a Christian family in the ministry in search of a house in the countryside so we can grow our own food. We're looking for a work/rent trade, specifically on a working farm. We have experience in raising chickens and gardening and have a high work ethic. Do you have a ranch/farm with an extra house on the property? Do you need help with farm work? Whom do you know? Ask them today if they know of someone with a house for rent just sitting empty right now. Maybe you're a part of the answer to prayer for this family. Rutherford County, Asheville, Charlotte, etc. Email me or text/call anytime.",https://asheville.craigslist.org/wan/d/christian-family-will-work/6512059408.html,34.835534,-82.124561
2005 Toyota Sienna XLE AWD,"Asheville, NC",8450.0,"2005 Toyota Sienna XLE AWD - $8,450 Year: 2005 Make:Toyota Model:Sienna Trim:XLE AWD Mileage:141,536 Stock #:05sienna VIN:5TDBA22C55S032164 Trans:Automatic Color:Silver Vehicle Type:Van-Minivan State:NC Drive Train:AWD Engine:3.3L V6 DOHC 24V Notes Vehicle Options David's Auto House, Inc Tammy Ledford 1543-B Patton Ave Asheville NC 28806 828-258-2998",https://asheville.craigslist.org/ctd/d/2005-toyota-sienna-xle-awd/6512066106.html,35.575592,-82.613591
2005 Workhorse W22 Motorhome,"Asheville, NC",8450.0,"2005 Workhorse W22 Motorhome - CALL Year: 2005 Make:Workhorse Model:W22 Trim:Motorhome Mileage:62,953 Stock #:2005RV VIN:5B4MP67G653410204 Trans:Automatic Color:White Vehicle Type:RV State:NC Drive Train:2WD Engine:8.1L V8 OHV 16V Notes 2005 Workhorse W22 Motor Home With Only 62,953K Miles. Has Had A Lot Of Upgrades Done, Replace The Refrigerator, Bathroom Sink Drain , Shower Nozzle, Dashboard Gauge Package Replace, Xantrax Control Panel, Front And Rear TV LCD, And Several More, And Added Lots, Memory Foam On Bed, Custom External Front & Side Shades, Vents Cover, Vehicle Options David's Auto House, Inc Tammy Ledford 1543-B Patton Ave Asheville NC 28806 828-258-2998",https://asheville.craigslist.org/rvd/d/2005-workhorse-w22-motorhome/6512066151.html,35.575592,-82.613591
